"","MKTRF","SMB","HML","RMW","CMA","UMD","HMLM","QMJ","BAB","LIQ","STR","LTR","REG","IVOL","SUE","IA","ROE","IMD","NI","BETA","PEAD","FIN"
"123",-0.0187,-4e-04,0.0383,-0.0139,0.0249,0.0296,0.027132021,-0.00617884,0.016439102,0.04354018,-0.0189,0.0392,0.024862,0.0431,0.0113,0.017936,-0.016858,-0.0335,0.0218,0.0827,-0.0035,0.0416
"124",0.0327,0.0109,-0.027,0.0156,-2e-04,-0.004,-0.019873673,0.013876087,0.021441586,-0.02399156,0.0165,-0.0168,0.007097,-0.0069,-0.010291,0.011662,0.019106,0.0333,-0.0066,-0.0465,0.0157,-0.0232
"125",-0.0399,0.0064,0.0176,0.0088,-0.0031,0.025,0.020282167,0.017277342,0.024799761,0.02935751,0.0199,0.0148,0.009597,0.04,-0.009406,-0.005056,-0.005057,-0.097,0.0123,0.0509,0.0049,0.0211
"126",-0.0309,-0.0052,0.0155,1e-04,0.027,0.0496,0.000820739,0.007066616,-0.004936251,0.04970968,0.0015,0.0195,0.034237,0.0718,0.02419,0.027958,0.001052,-0.0278,0.0118,0.0364,0.0256,0.0442
"127",-0.0319,0.0095,9e-04,0.0104,0.0154,0.0444,-0.01073765,0.01544879,0.01489342,-0.01586295,-0.0283,0.0223,0.038311,0.0433,0.047925,0.020544,0.027536,-0.0289,-0.0012,0.0396,0.03,0.0081
"128",0.1114,-0.0433,0.0093,-0.0189,0.0011,-0.0352,0.022918094,-0.01612248,-0.022653224,-0.00509109,0.0114,-0.0091,-0.029382,0.0402,-0.012015,-0.00505,-0.012626,0.1332,-0.0238,-0.0209,-0.01,-0.0412
"129",0.0129,0.0262,0.0027,0.0214,-4e-04,0.0419,-0.001793046,0.025684228,0.075464127,0.04186289,0.0452,-0.0053,0.035036,0.0186,0.047841,0.010496,0.035356,0.067,0.0237,0.0144,0.0195,0.0396
"130",0.113,0.0194,-0.0367,0.0029,-0.0034,0.0018,-0.026750351,-0.016060745,0.027813514,-0.03783243,0.0297,-0.0069,-0.009991,-0.0316,-0.032395,-0.010797,-0.007302,0.2651,-0.03,-0.1203,0,-0.063
"131",0.0467,0.0442,-0.0185,-0.0097,0.0029,0.0594,-0.043517955,0.018117295,0.067288844,0.01049033,-0.0448,0.0103,0.038231,-0.0027,0.041914,0.014721,0.031813,0.0801,-0.0322,-0.0682,0.0535,-0.0324
"132",0.0055,-7e-04,1e-04,-1e-04,0.0105,4e-04,0.009791833,0.008204289,0.030386581,-0.03135686,0.038,0.0097,-0.002713,0.0097,-0.003361,0.003665,-0.007166,-0.0683,0.0293,0.0129,-0.0295,0.0233
"133",0.036,0.0333,-0.0071,-0.0155,-0.0055,-0.0174,0.013123597,-0.022271501,0.026829321,-0.05499215,0.0318,0.0012,-0.01897,-0.0299,-0.028494,-0.008305,-0.024005,0.0393,-0.0543,-0.0575,0.0145,-0.0557
"134",0.0259,0.0293,0.007,-0.0052,0.0105,0.0378,-0.008692756,0.011509225,0.083257912,-0.03157817,0.0263,-0.0037,0.020265,0.0261,0.019282,0.016194,0.030421,0.0802,-0.0059,-0.0073,0.015,0.0296
"135",0.0282,0.0138,0.0201,-0.0017,0.0274,0.0093,0.015237072,0.010554077,0.065308861,0.04051042,0.0034,0.0096,0.020409,0.004,0.019535,0.028987,0.01126,0.0873,0.054,0.0032,0.0053,0.0408
"136",0.0667,0.0047,0.0051,-0.0011,0.0147,0.0172,0.00361367,-0.006477203,0.046668469,0.03543041,-0.0055,0.031,0.023291,-0.0133,0.026368,0.021808,0.005583,0.1258,0.0068,-0.0286,0.0072,0.0213
"137",0.0052,0.0633,-0.0142,-0.0184,-0.0154,-0.0156,0.003082195,-0.021242031,0.031268763,0.01830252,0.0273,-0.0202,-0.038352,-0.1227,-0.029137,-0.014387,-0.035765,-0.0314,-0.0437,-0.0977,-0.0041,-0.0294
"138",0.0307,0.0119,-0.0391,0.026,-0.0087,0.018,-0.039411577,0.02133598,0.028841761,0.00094532,0.0018,-0.0084,0.026153,-0.0219,0.037742,-0.011252,0.015529,0.0083,0.0256,-0.0479,0.0175,0.006
"139",-0.0407,0.0101,0.0562,-0.0011,0.0281,-0.0311,0.058756311,0.000529384,0.037989099,0.04395687,0.0207,0.0129,0.029737,0.0637,0.011882,0.027773,0.011624,-0.0786,0.0108,0.0624,0.0152,0.0355
"140",-0.005,-0.0432,0.0554,0.0053,0.019,-0.0543,0.052673204,0.008325551,-0.008786874,0.04392753,-0.0065,0.0015,0.003917,0.0646,-0.034857,0.012103,-0.004173,-0.006,0.0245,0.0518,-0.013,0.039
"141",0.0091,0.0031,0.0101,0.0125,0.005,-3e-04,0.01413645,0.017475081,0.034663741,0.01339034,0.0236,0.0077,0.029064,0.0575,0.031295,0.013323,0.032539,-0.0536,-0.0082,0.069,0.0221,0.0171
"142",-0.0344,-0.0378,0.0497,-0.0079,0.0296,-0.0452,0.050532643,0.014586212,0.034807469,0.05833173,-0.0163,0.0117,0.037354,0.1194,0.025731,0.02641,0.016359,-0.0761,0.0329,0.111,0.0183,0.0425
"143",0.0216,0.0189,-0.0073,-0.0075,0.0066,-0.0013,-0.001625262,-0.001711077,-0.001266602,-0.07128232,0.0494,-0.0125,-0.017498,-0.0487,-0.012075,0.011119,-0.002172,0.0926,0.0348,-0.0505,-4e-04,-0.0087
"144",-0.0178,-0.0045,0.017,0.016,0.0127,0.0084,0.019652896,0.019064447,0.013573057,0.05049241,0.0197,0.013,0.010785,0.0349,-0.0111,0.013102,-0.015496,-0.0071,0.0475,-0.0117,-6e-04,0.0411
"145",-0.0192,-3e-04,0.0757,-0.0082,0.0292,-0.0256,0.092739283,-0.022036505,0.032957904,0.06415702,0.0064,0.0424,0.008835,-0.0037,-0.049902,0.023766,-0.037268,0.0122,0.0145,0.0745,-0.0155,0.0757
"146",-0.0482,-0.016,0.0334,0.0091,0.0158,0.0022,0.031452477,0.008949667,-0.019218496,0.00542683,-0.0206,0.0022,0.006762,0.0172,-0.005209,0.008912,-0.007739,-0.0594,0.006,0.029,0.0312,0.0708
"147",0.0063,-0.0029,0.0047,-0.0085,0.0117,0.0107,0.005014358,0.001629883,-0.002238426,0.0092948,0.0251,0.008,0.012598,0.0235,0.001072,0.006814,-0.006322,0.0104,0.0386,-0.0172,-0.0144,0.0277
"148",-0.0051,-0.0096,0.0119,0.0338,0.0076,0.0207,-0.001867037,0.031939348,-0.001926478,0.00440053,0.0161,-0.0165,0.024198,0.0225,0.018633,0.010722,0.021374,-0.0284,0.0257,0.0206,0.0148,0.0335
"149",-0.0597,0.0014,0.0029,0.022,-0.0046,0.0151,0.004169943,0.028070587,0.01770689,0.02411814,0.0081,-0.0029,0.017731,0.0307,-0.012169,-0.014646,0.0178,-0.127,-0.0092,0.0716,-0.0064,0.0076
"150",0.0182,0.001,-0.0266,0.0313,-0.0156,-0.007,-0.028365248,0.021912603,0.007515126,-0.00251545,0.0096,-0.0358,0.006613,6e-04,0.029651,-0.022742,0.01815,0.0523,0.0079,0.0285,6e-04,-0.0094
"151",-0.0274,-0.0222,0.0033,0.0355,-0.0215,0.0283,0.00664918,0.031031974,0.029084461,0.02114858,-0.0147,-0.0157,0.0297,0.0766,0.062562,-0.013356,0.036298,-0.0402,0.0049,0.094,0.0016,0.0136
"152",0.1028,-0.0026,-0.018,-0.0068,-0.0092,-0.0559,-0.000269533,-0.020188848,0.000257901,-0.03419201,0.0729,-0.018,0.000264,-0.0221,-0.004151,-0.00428,0.009652,0.1744,-0.0254,-0.1099,-0.027,-0.0364
"153",-0.008,-3e-04,0.0523,0.0137,0.0241,0.0362,0.047160769,0.001398829,0.044476208,0.02442012,0.0428,0.0174,0.01184,0.0437,-0.004743,0.025924,0.001676,0.0475,0.0173,0.0643,0.0084,0.0658
"154",-0.0084,-0.0144,0.0047,0.0118,-0.0109,0.0316,0.004194249,0.021171187,0.026856617,-0.00887039,-0.0121,-0.017,0.018111,0.0585,0.019844,-0.003033,0.026699,0.0082,0.001,0.0588,0.0072,0.004
"155",-0.0176,-0.0101,0.0404,0.0072,0.0206,0.0164,0.036495401,0.010995569,0.012597041,0.0162787,-0.0067,0.0107,0.016373,0.0482,-0.00285,0.022176,0.007994,-0.019,0.0242,0.0556,0.0155,0.0429
"156",0.0184,-0.0065,-0.0025,0.0131,-0.0136,0.0149,-0.005364369,0.002504601,0.002579938,0.00039742,0.008,-0.031,0.013006,0.0248,0.025853,-0.008106,0.025112,0.0683,-0.0244,-0.0075,0.0042,-0.0102
"157",0.0799,0.035,-0.0533,-0.0089,-0.0341,-0.0682,-0.025653322,-0.011543009,0.020815704,-0.01660344,0.0232,-0.0183,-0.016525,-0.0809,0.031835,-0.034516,0.009888,0.1376,-0.0397,-0.1418,-0.0135,-0.0623
"158",0.0122,0.0104,-0.001,0.0129,0.0106,0.0188,-0.005833133,0.017946106,0.047946386,0.02277367,0.025,-8e-04,0.022437,-0.0105,0.008339,0.010958,0.015322,-0.0047,0.0281,0.0357,0.0022,0.0172
"159",-0.0084,-0.0139,0.0407,0.0123,0.0288,0.0158,0.031596567,-0.001645835,0.033160197,0.03882319,-0.0137,-0.0092,0.020324,0.0694,-0.016131,0.033111,0.009456,-0.0068,0.025,0.0857,-0.0036,0.0603
"160",-0.0096,-0.001,0.0372,0.0155,0.0071,0.0304,0.022263726,0.004843847,0.033191734,0.03804409,-0.0246,0.0016,0.018021,0.0516,0.003895,0.014012,0.001215,0.0258,0.0036,0.0384,0.0083,0.0394
"161",0.0509,-0.0231,-0.0094,0.0133,-0.0149,0.0399,-0.013708247,0.004624686,0.015493878,-0.00808688,-0.0054,-0.0397,0.015286,0.0438,0.047453,-0.012667,0.03243,0.0644,-0.0127,0.0314,0.0013,0.0052
"162",0.0127,0.0035,0.0041,0.0176,-0.0077,0.0357,-0.009909048,0.006457919,0.029469958,0.00855668,-0.0067,-0.0241,0.016833,0.0202,0.03446,-0.001402,0.028783,0.0272,-0.0287,0.0242,0.0135,0.0091
"163",-0.0074,0.0287,-0.016,-0.0044,-0.0038,-0.0391,-0.005880444,0.010190728,-0.004758572,-0.01828073,0.0362,0.016,0.013406,-0.0136,-0.04555,-0.008343,-0.017883,-0.0392,0.0129,-0.0592,-0.0041,-0.005
"164",-0.0102,-0.0029,0.0228,-7e-04,0.0184,0.0185,0.017656363,0.000908086,0.008296778,0.02600935,0.0177,1e-04,0.010419,0.02,-0.001769,0.020702,0.004266,-0.0411,0.0036,0.0419,0.002,0.027
"165",-0.0454,-0.018,0.0129,0.0109,0.0162,0.0151,0.007385396,0.031087553,0.004788713,0.01085101,-0.0185,-0.008,0.017479,0.053,-0.00154,0.019424,0.011445,-0.0753,0.0264,0.0492,0.0138,0.0571
"166",0.0402,-0.0149,0.0075,0.0091,-0.0108,0.0488,-0.003853446,0.004370105,0.022230794,0.05068405,0.0066,-0.0249,0.028931,0.0243,-0.001337,0.002881,0.02233,0.1089,2e-04,0.003,0.0051,0.018
"167",0.0648,2e-04,-0.0284,0.0032,-0.0229,-0.0047,-0.023367799,0.019056188,0.023935101,0.00714591,0.0241,-0.0222,-0.009268,0.0327,0.040402,-0.01643,0.017564,0.0745,0.0334,-0.0109,-0.0148,-0.015
"168",0.0388,-0.004,-0.0154,0.0101,-0.0182,-0.0023,-0.011278325,0.017054135,0.031614441,-0.01941905,-0.0034,-0.0308,-0.009284,0.0243,0.010309,-0.015031,0.017438,0.0791,0.0117,2e-04,0.0058,-0.0064
"169",0.0065,0.01,0.0044,-0.02,-0.02,0.03,-0.006387411,-0.019014844,0.018123272,0.01964165,0.0084,-0.0275,0.017818,-0.004,0.00971,-0.006883,0.01653,0.0322,-0.0273,-0.0184,0.0151,-0.0297
"170",0.0713,-0.0071,-0.0077,0.0109,-0.0124,0.0276,-0.022152844,0.014694507,0.043998243,0.00105304,-0.0169,-0.0363,0.008424,0.0225,0.008183,-0.014016,0.023756,0.1203,0.0025,0.0125,0.0225,0.0015
"171",0.0488,-0.0065,-0.0037,0.0118,0.009,0.0241,-0.006542036,0.008585326,0.045281287,0.0363642,-7e-04,-0.0266,0.017081,0.0104,0.048957,0.010909,0.020581,0.0855,-0.0075,0.023,0.0025,0.0087
"172",-0.0131,0.0286,-0.0286,0.0289,-6e-04,-0.0036,-0.029710314,0.020201758,0.018679963,-0.00514238,0.0282,-0.0124,0.000184,-0.0074,0.027201,-0.01576,0.006493,-0.0509,-0.0186,0.0076,0.0094,0.0135
"173",0.0462,-0.0129,-0.0021,0.0215,0.0108,0.0205,-0.003206624,0.007873714,0.033244408,0.02744911,0.0105,-0.0149,0.009818,-0.0074,0.038242,0.012884,0.033762,0.0372,-0.0091,0.0134,0.0092,0.0301
"174",0.0103,-0.0088,0.013,0.0183,0.0082,0.0507,-0.011754138,0.021979613,0.051179078,0.0600893,-0.0248,-0.064,0.008818,0.0382,0.046588,0.016555,0.052598,-0.0388,0.0207,0.0674,0.0259,0.0316
"175",-0.0645,-0.0345,0.047,-0.0045,0.0084,0.0185,0.033622813,0.015864202,0.014194306,-0.01803947,-0.0288,-0.0383,0.027937,0.0953,0.010783,0.013922,0.029692,-0.0785,0.0084,0.098,0.0081,0.0242
"176",0.0607,-0.0435,0.0351,-0.0163,0.0319,-0.0528,0.058376357,-0.019834917,-0.015854689,-0.02737228,0.0114,0.0475,0.016055,0.0655,-0.038201,0.030475,-0.02709,0.0987,0.016,0.0018,-0.001,0.0121
"177",-0.086,0.0205,0.0322,-0.001,0.0372,-0.0579,0.05158061,-0.00806419,-0.024360482,0.04080236,-0.0031,0.039,-0.003482,-0.0117,-0.070357,0.033766,-0.037962,-0.1205,-0.0093,0.0023,-0.0155,0.0142
"178",0.0466,-0.0233,-0.0142,-5e-04,0.01,0.0446,-0.014412806,0.006219369,-0.014612216,0.02056557,0.0358,0.0071,0.006012,0.0278,0.049045,0.005282,0.01505,0.0713,0.0212,0.0089,0.0462,-0.0072
"179",0.0117,-0.0189,-7e-04,0.0103,0.0066,-0.0026,0.003334255,0.023331586,-0.009658807,-0.03060519,0.0071,0.0024,0.037262,0.0679,0.015336,0.003816,0.011185,-0.0109,0.0438,0.0136,0.0076,0.0301
"180",-0.0327,0.0012,0.0036,0.0081,9e-04,0.0035,-0.000257441,0.015664366,-0.022156642,-0.01213806,0.0061,0.0058,0.016509,0.0345,0.035073,0.010676,0.018948,-0.0235,0.0127,1e-04,0.0091,0.0151
"181",0.1247,-0.0154,-0.0316,0.0016,-0.0098,0.022,-0.022308799,0.00362302,0.036336275,-0.07241072,0.0031,0.0319,0.028709,0.022,0.024568,-0.012555,0.009573,0.1149,0.0181,-0.0753,0.0423,0.0025
"182",0.0439,0.034,-0.0591,-0.0084,-0.0263,-0.0207,-0.050713936,-0.002794973,0.005311648,-0.040146,-0.0111,-0.0012,-0.010583,-0.0399,0.032105,-0.019139,0.020684,0.0022,0.0039,-0.1204,-0.0023,-0.0244
"183",0.0164,0.0027,0.0161,0.0135,0.0412,0.0168,0.017778098,-0.006355383,0.049366427,-0.01467193,0.0181,0.0435,0.013212,-0.0128,-0.022146,0.042001,-0.011294,-0.016,0.0073,0.0187,-0.0107,0.0418
"184",-0.0211,-0.0154,-0.0039,-0.005,0.0103,0.0022,0.005743356,0.005685368,0.004208762,-0.03959467,-0.019,0.0368,0.005546,-0.0078,-0.051436,0.003054,-0.015336,-0.0295,0.0128,-0.0066,0.0139,0.0122
"185",0.0011,-0.0056,0.0023,0.0051,0.0115,-0.0074,0.014837182,0.005294311,-0.003508278,0.01152273,-0.003,0.0199,-0.001604,0.0063,0.002883,-0.001208,-0.023436,-0.0035,0.0116,0.0128,0.0034,7e-04
"186",0.0394,-0.0221,0.0104,0.0169,0.0084,-0.0025,0.011253223,0.013401046,0.022528633,0.02590464,1e-04,-0.013,-0.001725,0.0692,0.013484,0.013763,0.014245,0.0487,0.0053,0.0542,-0.0081,0.0317
"187",0.0385,-0.0112,0.0073,-0.0061,0.0164,0.0266,-0.00558887,-0.007925835,0.04250528,0.00712808,-0.0025,0.0229,-0.006461,-0.0359,0.007704,0.001168,-0.017888,0.0228,0.0172,-0.0032,-0.0028,0.017
"188",0.0352,-0.0095,-0.0095,0.0204,-0.0161,-0.0086,-0.005481284,0.028839282,-0.005416208,-0.05849465,0.0245,-0.0284,0.0247,0.0396,0.011864,-0.002478,0.038033,0.03,-0.0117,-0.0154,-0.0036,-0.0225
"189",-0.0259,0.004,0.003,-0.0097,0.019,0.0077,-0.001449372,-0.005740303,0.000571047,0.00235247,-0.004,0.0298,0.018371,-0.0086,0.00195,0.019312,0.005893,-0.0351,0.0117,0.0267,0.0249,0.006
"190",-0.2324,-0.0805,0.0423,0.0206,0.0226,-0.0786,0.08482116,0.050075255,-0.126907353,0.05410623,-0.0013,-0.058,0.025122,0.1576,0.00216,0.033505,0.003321,-0.2811,0.0527,0.2101,-0.0062,0.0472
"191",-0.0777,0.0287,0.0296,-0.0188,0.0068,-0.0117,0.020712827,-0.001457347,0.043575169,-0.0177624,-0.0087,-0.002,0.009005,-0.0034,-0.009183,0.005934,-0.006684,-0.0991,-0.0258,0.0287,-0.0081,0.0192
"192",0.0681,6e-04,-0.0439,0.0295,-0.0246,0.0587,-0.042756745,0.017793399,-0.092588975,0.00747977,0.058,0.0277,0.015001,-0.0064,0.04082,-0.024286,0.038977,0.0386,-0.004,-0.0797,-0.018,-0.0292
"193",0.0421,-0.0053,0.0495,-0.0113,0.022,-0.0727,0.084218372,-0.021395277,0.037285335,0.04419692,0.0793,-0.0161,-0.017613,0.0318,-0.043207,0.013309,-0.040763,0.1021,-0.002,0.0555,0.0334,0.0357
"194",0.0475,0.0331,-0.0169,0.0155,0,-0.0147,-0.010896032,0.000692791,-0.011782423,0.00331616,0.0436,0.0134,-0.005611,-0.0583,0.019957,-0.00597,0.010296,0.0286,-0.0192,-0.0691,-0.0101,0.011
"195",-0.0227,0.0624,0.0074,-0.0026,0.0182,0.0058,-0.000251392,-0.009126896,0.055205854,-0.02013371,-0.0084,0.0123,-0.020542,-0.0809,-0.010307,0.016541,-0.021572,-0.0413,-4e-04,0.0023,0.0315,0.0333
"196",0.0056,0.0115,0.0163,-0.002,0.0194,0.0224,0.004968182,-0.002491604,0.018549591,-0.0254139,0.0023,0.0047,0.008805,0.009,0.003158,0.021932,0.006511,0.0035,0.0013,-0.0077,0.007,0.0116
"197",-0.0029,-0.0257,0.0242,-0.0074,0.0033,0.0063,0.022602824,0.008695446,0.009896123,-0.0052894,0.0065,-5e-04,0.012654,0.048,0.007704,0.005942,-0.001354,0.0664,0.0114,0.0282,0.0027,0.0177
"198",0.0479,0.0214,-0.0122,0.0146,-0.0344,-0.0293,-0.003228829,-0.000877336,-0.005384393,-0.00985635,0.0187,0.0187,0.01827,-0.0155,-0.024259,-0.032605,0.022112,0.0817,-0.0304,-0.0838,0.0075,-0.0312
"199",-0.0125,-0.0021,0.0217,-0.0058,0.0149,0.0065,0.020817301,-0.004429484,0.015841016,-0.00858824,0.0336,-0.0135,0.000362,2e-04,-0.005103,0.011054,-0.011317,0.0102,-0.0013,0.0326,0.0106,0.0215
"200",-0.0331,-3e-04,0.021,-0.0081,0.0176,0.0035,0.016331178,-0.000393853,0.0146092,0.03568304,-0.0193,-0.0196,-0.003743,0.0045,-0.006433,0.016719,-0.021552,-0.0119,0.0155,0.0435,0.0207,0.0246
"201",0.033,-0.0135,-0.0075,0.0175,-0.006,0.0027,-0.008120437,0.007647213,-0.021347388,0.01492452,-0.0012,-0.02,0.008003,0.0394,0.007611,-0.0042,0.021771,0.0436,0.0212,-0.011,-6e-04,0.017
"202",0.0115,-0.0295,0.0169,0.0129,0.0103,0.0133,0.015735624,0.008784587,0.002099894,0.02377163,-0.01,-0.0025,0.006658,0.0586,-0.011894,0.005013,0.00056,0.0017,0.0325,0.0194,0.01,0.0469
"203",-0.0229,-0.0165,0.013,-0.0028,0.0163,0.0033,0.009445612,0.007045383,-0.019298814,-0.00081669,-0.0067,-0.008,0.003857,-0.0047,0.008683,0.013928,-0.004884,-0.0052,0.0273,0.0443,0.0107,0.0241
"204",0.0149,0.0202,-0.0161,0.0069,-0.0038,0.0049,-0.013083657,0.009123856,-0.025303539,-0.04444234,0.0229,0.0079,0.003588,0.0032,-0.007831,0.004539,0.007818,-0.0165,-0.0148,-0.0266,-0.0123,-0.0112
"205",0.061,-0.0231,0.0062,-0.0095,0.0014,-0.0016,0.007375357,-0.012756798,0.008556196,-0.0016592,0.0097,0.0283,0.015755,0.0025,0.007722,0.000107,-0.003507,0.1111,-0.0235,-0.0353,0.0016,-0.019
"206",-0.0225,0.0271,0.0093,-0.0087,0.0181,0.0099,0.007717,-0.008597471,0.010444306,-0.00456775,0.0107,0.0093,-0.001775,-0.0302,-0.004885,0.015631,-0.004588,-0.03,-0.0039,0.0015,-0.0025,-7e-04
"207",0.0157,0.0068,0.0054,5e-04,0.0073,0.0351,-0.006732229,-0.00809474,0.020628278,-0.00865838,-0.0089,0.0055,0.007625,0.0045,-0.001616,0.012637,-0.00142,0.0799,0.0124,0.0042,0.0137,0.0028
"208",0.0433,-0.0078,-0.014,0.0071,-0.0057,0.0177,-0.021756729,0.014509365,0.008965693,-0.01977793,-0.0065,-0.0106,-0.002366,0.0345,-0.005284,-0.002841,0.011641,0.0154,-0.0031,-0.013,0.0147,0.005
"209",0.0335,0,-0.0087,0.0049,-8e-04,0.0152,-0.018209906,0.001241399,-0.004382651,-0.03820612,-0.0274,-0.0172,0.004101,0.0246,0.010631,0.001016,0.011975,0.0343,0.0041,-0.0136,0.0198,-0.0028
"210",-0.0135,-0.0109,0.0223,0.0027,0.0155,0.0043,0.03139966,-0.003626268,0.020088877,0.0731825,0.023,-0.0065,-0.00945,0.0279,-0.007215,0.01593,-0.001521,-0.0013,0.0246,0.0565,-0.0067,0.0429
"211",0.072,-0.0417,-0.0279,0.0195,-0.0056,0.0539,-0.033203511,0.012770427,0.008609432,0.03079457,0.0145,-0.0175,0.02513,0.0647,0.053569,-0.004503,0.049063,0.1378,8e-04,-0.009,0.0335,0.0242
"212",0.0144,0.0048,0.006,0.0039,-0.0057,-0.0012,0.005142042,-0.001135232,0.009173669,0.0065958,0.0185,0.0015,0.001417,0.0024,-0.012561,-0.004255,0.016506,-0.0047,0.0031,-0.0527,0.0027,0.0109
"213",-0.0076,0.0049,-0.0127,0.014,0.0051,0.034,-0.021001908,0.002995205,0.000798888,-0.04839777,0.0117,-0.0283,0.019521,-0.0128,0.013522,0.011982,0.016439,0.0043,0.0161,-0.0067,5e-04,0.0075
"214",-0.0367,-0.0332,-0.0111,0.001,-3e-04,0.0132,-0.016617501,0.032970585,0.004909083,0.02607578,-0.0432,-0.0353,0.023565,0.0896,0.02036,0.012994,0.014077,-0.0832,0.0371,0.0781,0,0.0184
"215",0.0103,-0.0129,-0.0109,-0.0086,0.0137,0.026,-0.017825662,0.008492326,0.013103507,-0.02504374,-0.0175,-0.0125,-0.006157,0.0477,0.020065,0.016323,0.002406,-0.0138,0.0366,0.0315,0.0072,0.0115
"216",0.0116,-0.0228,0.0016,-7e-04,0.0145,0.028,-0.00479436,0.019647344,-0.009040334,0.02053414,-0.0256,-0.0082,0.024412,0.0585,-0.008044,0.015752,0.010677,-0.0075,-0.004,0.0453,0.014,0.0054
"217",-0.0785,-0.0132,0.0085,-0.0118,0.0137,-0.0327,0.016489255,0.009084749,-0.00214983,-0.03457354,0.0102,0.0348,-0.002233,0.0577,0.022504,0.00925,0.000355,-0.0974,0.0207,0.0475,0.0015,0.0081
"218",0.0111,0.0115,0.0064,-7e-04,-0.0061,-0.0054,-0.008891584,-0.007896207,-0.013521775,-0.03002814,0.0049,0.0191,0.000922,-0.0199,-0.01642,-0.010948,-0.003925,0.0337,-0.0098,-0.038,0.0149,-0.0157
"219",0.0183,0.0158,-0.0292,0.0202,-0.0095,0.018,-0.032441943,0.019581562,-0.002078212,-0.02598953,0.0017,-0.0024,0.016764,0.006,0.02104,-0.003645,0.022864,-0.0418,-0.0014,-0.0694,0.0095,-0.0039
"220",-0.0336,-0.0032,-0.0259,0.0181,-0.01,0.0239,-0.035854408,0.027590638,-0.024583854,0.05816795,-0.0182,-0.0118,0.005974,0.033,0.005713,-0.007918,0.019801,-0.0346,-3e-04,0.0036,0.0095,-0.0068
"221",0.0842,-0.0237,-0.0383,0.0154,-0.0158,0.0303,-0.043486836,0.000916805,-0.020097119,-0.00646495,-0.0035,0.0099,0.026182,0.0189,0.039843,-0.008619,0.037369,0.1139,0.0053,-0.0791,0.0175,-0.0326
"222",-0.0109,0.0131,-0.0193,-0.011,-0.0036,0.024,-0.019421233,0.015849207,0.013268005,0.02555087,-0.0022,-0.0148,-0.002247,-0.0072,0.049281,0.002453,0.022253,-0.0117,0.0138,0.0077,0.0126,-0.0082
"223",-0.019,-0.0314,-4e-04,-0.0011,0.0323,0.0614,-0.003130435,0.022899417,0.004657222,0.05100865,-0.007,-0.0191,0.000433,0.0743,0.020393,0.040112,0.025571,-0.0585,0.0335,0.0845,0.0124,0.0392
"224",-0.1015,-0.0386,0.016,-0.0035,0.0299,0.0188,0.011076417,0.016082558,-0.020743404,0.04465373,-0.0365,0.0156,0.012578,0.0652,0.01196,0.037203,-0.009983,-0.1021,0.0241,0.0916,0.0221,0.0316
"225",-0.0612,-0.0374,0.0061,6e-04,0.0361,0.0578,-0.016414835,0.043622891,0.000502114,0.01983949,-0.0598,0.0037,0.026916,0.1106,0.02816,0.026212,-0.004552,-0.1384,0.0755,0.1395,0.0416,0.029
"226",-0.0192,-0.0507,0,0.0313,-0.0032,0.0671,-0.034110748,0.042913115,-0.040541264,-0.01340604,-0.0268,-0.0338,0.030868,0.1216,0.037634,0.002605,0.02077,-0.0548,0.0349,0.1039,0.0282,0.0192
"227",0.0635,4e-04,-0.0297,0.005,-0.0469,-0.0548,-0.002158865,-0.00697736,-0.051170316,-0.01164781,0.0585,-0.0063,-0.008148,-0.0153,0.029147,-0.039833,0.015215,0.1379,-0.0415,-0.1148,0.0112,-0.0307
"228",0.0246,0.0064,-0.0163,0.0264,-0.0181,0.0029,-0.015567933,0.021689267,-0.012441854,-0.03404481,-0.0301,-0.0208,0.015238,0.0561,0.009866,-0.019466,0.038535,0.0403,-0.014,-0.0376,-0.0063,0.0197
"229",0.0469,0.0389,-0.0157,0.0126,-0.0385,-0.0645,0.011330965,-0.00958287,-0.061344961,-0.09445254,-0.0193,0.0631,0.01585,-0.0735,-0.023243,-0.039503,0.001591,0.0732,-0.0431,-0.1471,0.0494,-0.0564
"230",0.0719,0.0401,-0.0063,-4e-04,-0.0043,-0.0461,0.029900136,-0.032405559,0.015514227,-0.01952056,0.0193,0.0113,-0.006823,-0.097,0.013957,0.001463,-0.012402,0.1154,-0.0439,-0.0618,-0.0127,-0.0313
"231",0.0265,0.0382,-0.013,-0.005,-0.0111,0.0287,-0.009966162,-0.006334553,0.014385604,-0.00698394,0.0052,-0.0045,0.001004,-0.0564,-0.007886,-0.009285,0.016779,0.0612,-0.0196,-0.0429,0.0262,-0.0067
"232",-0.0028,0.0032,0.0145,0.0064,0.008,-0.0236,0.008546303,0.000701542,0.048501028,0.01757126,0.0157,-0.0122,0.006058,0.011,-0.014853,0.004677,0.013981,0.0286,0.0039,0.0051,0.0076,0.0123
"233",0.0365,0.0012,-0.0049,0.0205,-0.0235,-0.0011,-0.006373738,-0.00404628,0.011412305,-0.01097174,8e-04,0.0137,-0.010608,0.0278,-0.00175,-0.019526,-0.007118,0.043,-0.0191,-0.052,0.0071,-0.0053
"234",-0.0494,0.0026,0.0107,0.0177,0.0064,0.0047,0.014223644,0.024051214,0.025607123,0.03000179,0.0206,-0.0176,0.004787,0.0423,-0.007033,0.006135,0.013683,-0.0941,0.0426,0.0553,0.0018,0.0414
