,MKTRF,SMB,HML,RMW,CMA,UMD,HMLM,QMJ,BAB,LIQ,STR,LTR,REG,IVOL,SUE,IA,ROE,IMD,NI,BETA,PEAD,FIN
125,-0.0399,0.0064,0.0175,0.0087,-0.003,0.025,0.0203,0.017250853,0.0248,0.02935751,0.0199,0.0148,0.009597,0.04,-0.009406,-0.005056,-0.005057,-0.097,0.0123,0.0507,0.0049,0.0211
126,-0.0309,-0.0052,0.0153,1.00E-04,0.0272,0.0496,8.00E-04,0.006859806,-0.0049,0.04970968,0.0015,0.0195,0.034237,0.0718,0.02419,0.027958,0.001052,-0.0278,0.0117,0.0369,0.0256,0.0442
127,-0.0319,0.0095,9.00E-04,0.0104,0.0155,0.0445,-0.0107,0.015218309,0.0149,-0.01586295,-0.0288,0.0221,0.038311,0.0433,0.047925,0.020544,0.027536,-0.0289,-0.0016,0.0401,0.03,0.0081
128,0.1114,-0.0435,0.0095,-0.0189,9.00E-04,-0.0352,0.0229,-0.015571033,-0.0227,-0.00509109,0.0114,-0.0091,-0.029382,0.0404,-0.012015,-0.00505,-0.012626,0.1332,-0.0248,-0.0245,-0.01,-0.0412
129,0.0129,0.0261,0.0028,0.0214,-4.00E-04,0.0419,-0.0018,0.025898742,0.0755,0.04186289,0.0452,-0.0053,0.035036,0.0186,0.047841,0.010496,0.035356,0.067,0.0255,0.0145,0.0195,0.0396
130,0.113,0.0192,-0.0366,0.0029,-0.0034,0.0018,-0.0268,-0.016601808,0.0278,-0.03783243,0.0297,-0.0069,-0.009991,-0.0309,-0.032395,-0.010797,-0.007302,0.2651,-0.0286,-0.12,0,-0.063
131,0.0467,0.0443,-0.0187,-0.0097,0.0027,0.0595,-0.0435,0.017543683,0.0673,0.01049033,-0.0448,0.0103,0.038231,-0.0027,0.041914,0.014721,0.031813,0.0801,-0.036,-0.0687,0.0535,-0.0324
132,0.0055,-4.00E-04,-2.00E-04,-1.00E-04,0.0102,4.00E-04,0.0098,0.008439147,0.0304,-0.03135686,0.038,0.0097,-0.002713,0.0098,-0.003361,0.003665,-0.007166,-0.0683,0.0318,0.0115,-0.0295,0.0233
133,0.036,0.0335,-0.0075,-0.0155,-0.0058,-0.0173,0.0131,-0.022160542,0.0268,-0.05475749,0.0318,0.0012,-0.01897,-0.0298,-0.028494,-0.008305,-0.024005,0.0393,-0.0543,-0.0568,0.0145,-0.0557
134,0.0259,0.0292,0.007,-0.0052,0.0105,0.0377,-0.0087,0.011519036,0.0833,-0.0312086,0.0263,-0.0037,0.020265,0.0263,0.019282,0.016194,0.030421,0.0802,-0.0058,-0.0111,0.015,0.0296
135,0.0282,0.0137,0.0202,-0.0017,0.0274,0.0092,0.0152,0.010203182,0.0653,0.04017853,0.0034,0.0096,0.020409,0.0038,0.019535,0.028987,0.01126,0.0873,0.0541,0.0056,0.0053,0.0408
136,0.0667,0.0048,0.0049,-0.0011,0.0142,0.0172,0.0036,-0.006464967,0.0467,0.03559141,-0.0055,0.031,0.023291,-0.0137,0.026368,0.021808,0.005583,0.1258,0.0052,-0.0277,0.0072,0.0213
137,0.0052,0.063,-0.014,-0.0184,-0.0151,-0.0156,0.0031,-0.021557457,0.0313,0.0181668,0.0273,-0.0203,-0.038352,-0.123,-0.029137,-0.014387,-0.035765,-0.0314,-0.0385,-0.0956,-0.0041,-0.0294
138,0.0307,0.0118,-0.039,0.026,-0.0087,0.018,-0.0394,0.021086154,0.0288,0.00092081,0.0018,-0.0083,0.0255,-0.0221,0.037742,-0.011252,0.015529,0.0083,0.0301,-0.0537,0.0175,0.006
139,-0.0407,0.0101,0.0562,-0.0014,0.0281,-0.0313,0.0588,0.000197941,0.038,0.04384996,0.0204,0.0112,0.029885,0.0638,0.011882,0.027773,0.011624,-0.0786,0.0111,0.0625,0.0152,0.0355
140,-0.005,-0.0432,0.0554,0.0051,0.019,-0.0543,0.0527,0.008597782,-0.0088,0.04344734,-0.0065,0.0015,0.003917,0.065,-0.034857,0.012103,-0.004173,-0.006,0.0247,0.0517,-0.013,0.039
141,0.0091,0.003,0.0101,0.0124,0.005,-3.00E-04,0.0141,0.017207231,0.0347,0.01391928,0.0236,0.0077,0.029069,0.0575,0.031295,0.013323,0.032539,-0.0536,-0.0087,0.0692,0.0221,0.0171
142,-0.0344,-0.0377,0.0497,-0.0077,0.0296,-0.0452,0.0505,0.014260071,0.0348,0.05772609,-0.0163,0.0116,0.0369,0.1191,0.025731,0.02641,0.016359,-0.0761,0.0329,0.1111,0.0183,0.0425
143,0.0216,0.0187,-0.0072,-0.0067,0.0066,-0.0013,-0.0016,-0.00168932,-0.0013,-0.07196858,0.0494,-0.0125,-0.017498,-0.049,-0.012075,0.011119,-0.002172,0.0926,0.0346,-0.0505,-4.00E-04,-0.0087
144,-0.0178,-0.0045,0.0173,0.0164,0.0127,0.0084,0.0197,0.018739596,0.0136,0.0500249,0.0197,0.013,0.010791,0.0351,-0.0111,0.013102,-0.015496,-0.0071,0.0475,-0.0115,-6.00E-04,0.0411
145,-0.0192,-4.00E-04,0.0758,-0.0089,0.0292,-0.0256,0.0927,-0.021821982,0.033,0.0652534,0.0064,0.0424,0.008835,-0.0038,-0.049902,0.023766,-0.037268,0.0122,0.0143,0.0747,-0.0155,0.0757
146,-0.0482,-0.0159,0.0333,0.009,0.0158,0.0022,0.0315,0.008958918,-0.0192,0.0052176,-0.0206,0.0022,0.006762,0.0172,-0.005209,0.008912,-0.007739,-0.0594,0.0064,0.0289,0.0312,0.0708
147,0.0063,-0.0029,0.0046,-0.0096,0.0117,0.0107,0.005,0.001538332,-0.0022,0.00941229,0.0251,0.008,0.013017,0.0233,0.001072,0.006814,-0.006322,0.0104,0.0388,-0.0172,-0.0144,0.0277
148,-0.0051,-0.0095,0.012,0.0334,0.0076,0.0207,-0.0019,0.031740332,-0.0019,0.00409888,0.0161,-0.0165,0.024198,0.0224,0.018633,0.010722,0.021374,-0.0284,0.0256,0.0207,0.0148,0.0335
149,-0.0597,0.0013,0.0031,0.0236,-0.0046,0.0151,0.0042,0.027724317,0.0177,0.02360299,0.0081,-0.0029,0.017731,0.0307,-0.012169,-0.014646,0.0178,-0.127,-0.0088,0.0716,-0.0064,0.0076
150,0.0182,0.0011,-0.0266,0.0317,-0.0156,-0.007,-0.0284,0.022047176,0.0075,-0.00288699,0.0096,-0.0358,0.006613,0.0011,0.029651,-0.022742,0.01815,0.0523,0.008,0.0285,6.00E-04,-0.0094
151,-0.0274,-0.0222,0.0036,0.0355,-0.0215,0.0285,0.0066,0.030919105,0.0291,0.02081929,-0.0145,-0.0155,0.0297,0.0765,0.062562,-0.013356,0.036298,-0.0402,0.0053,0.0916,0.0016,0.0136
152,0.1028,-0.0026,-0.0182,-0.0068,-0.0092,-0.0559,-3.00E-04,-0.020669839,3.00E-04,-0.03492146,0.0729,-0.0181,0.000264,-0.0223,-0.004151,-0.00428,0.009652,0.1744,-0.0254,-0.1105,-0.027,-0.0364
153,-0.008,-3.00E-04,0.0528,0.0137,0.0241,0.0362,0.0472,0.000810516,0.0445,0.02426426,0.0428,0.0175,0.01184,0.0434,-0.004743,0.025924,0.001676,0.0475,0.017,0.0628,0.0084,0.0658
154,-0.0084,-0.0144,0.0045,0.0118,-0.0109,0.0316,0.0042,0.021127402,0.0269,-0.00664306,-0.0121,-0.017,0.018111,0.0585,0.019844,-0.003033,0.026699,0.0082,5.00E-04,0.0596,0.0072,0.004
155,-0.0176,-0.0102,0.0406,0.0072,0.0206,0.0164,0.0365,0.010640656,0.0126,0.01563082,-0.0067,0.0107,0.016373,0.0479,-0.00285,0.022176,0.007994,-0.019,0.0241,0.0549,0.0155,0.0429
156,0.0184,-0.0065,-0.0026,0.0131,-0.0136,0.0149,-0.0054,0.001988267,0.0026,-0.00023396,0.008,-0.0311,0.013006,0.0248,0.025853,-0.008106,0.025112,0.0683,-0.0238,-0.0049,0.0042,-0.0102
157,0.0799,0.0351,-0.0535,-0.0089,-0.0341,-0.0682,-0.0257,-0.010600208,0.0208,-0.01660344,0.0232,-0.0183,-0.016525,-0.081,0.031835,-0.034516,0.009888,0.1376,-0.0401,-0.1397,-0.0135,-0.0623
158,0.0122,0.0104,-0.001,0.0129,0.0106,0.0188,-0.0058,0.01826934,0.0479,0.02277367,0.025,-8.00E-04,0.022437,-0.0106,0.008339,0.010958,0.015322,-0.0047,0.0277,0.0353,0.0022,0.0172
159,-0.0084,-0.0139,0.0407,0.0123,0.0288,0.0158,0.0316,-0.002029824,0.0332,0.03882319,-0.0137,-0.0092,0.020324,0.0693,-0.016131,0.033111,0.009456,-0.0068,0.0249,0.0861,-0.0036,0.0603
160,-0.0096,-0.001,0.0372,0.0155,0.0071,0.0304,0.0223,0.003826927,0.0332,0.03804409,-0.0246,0.0017,0.018021,0.0519,0.003895,0.014012,0.001215,0.0258,0.0042,0.0377,0.0083,0.0394
161,0.0509,-0.0231,-0.0096,0.0133,-0.0149,0.0399,-0.0137,0.005541967,0.0155,-0.00808688,-0.0054,-0.0399,0.015286,0.0443,0.047453,-0.012667,0.03243,0.0644,-0.0128,0.0305,0.0013,0.0052
162,0.0127,0.0035,0.0038,0.0176,-0.0077,0.0357,-0.0099,0.006063158,0.0295,0.00855668,-0.0067,-0.0242,0.016833,0.0202,0.03446,-0.001402,0.028783,0.0272,-0.0291,0.0231,0.0135,0.0091
163,-0.0074,0.0287,-0.0162,-0.0042,-0.0038,-0.0391,-0.0059,0.010195026,-0.0048,-0.01828073,0.0362,0.0162,0.013406,-0.0136,-0.04555,-0.008343,-0.017883,-0.0392,0.0126,-0.0564,-0.0041,-0.005
164,-0.0102,-0.0029,0.0232,-0.001,0.0183,0.0185,0.0177,0.000691623,0.0083,0.02600935,0.0177,1.00E-04,0.010419,0.0201,-0.001769,0.020702,0.004266,-0.0411,0.0038,0.0415,0.002,0.027
165,-0.0454,-0.018,0.0129,0.0114,0.0164,0.0151,0.0074,0.030977176,0.0048,0.01085101,-0.0185,-0.008,0.017479,0.0532,-0.001534,0.019424,0.011445,-0.0753,0.0265,0.0495,0.0138,0.0571
166,0.0402,-0.015,0.0075,0.0089,-0.0106,0.0488,-0.0039,0.004157663,0.0222,0.05068405,0.0066,-0.0249,0.028931,0.0243,-0.001284,0.002881,0.02233,0.1089,2.00E-04,0.0065,0.0051,0.018
167,0.0648,2.00E-04,-0.0285,0.0033,-0.0232,-0.0047,-0.0234,0.01911301,0.0239,0.00714591,0.0241,-0.0222,-0.009268,0.0327,0.040402,-0.01643,0.017564,0.0745,0.0333,-0.0115,-0.0148,-0.015
168,0.0388,-0.0041,-0.0154,0.0099,-0.018,-0.0023,-0.0113,0.016593083,0.0316,-0.01941905,-0.0034,-0.0309,-0.009284,0.0241,0.010309,-0.015031,0.017438,0.0791,0.0115,-3.00E-04,0.0058,-0.0064
169,0.0065,0.0101,0.0044,-0.02,-0.0203,0.03,-0.0064,-0.018505506,0.0181,0.01882153,0.0084,-0.0275,0.017818,-0.0038,0.00971,-0.006883,0.01653,0.0322,-0.0271,-0.0205,0.0151,-0.0297
170,0.0713,-0.0071,-0.0072,0.0106,-0.012,0.0276,-0.0222,0.014426517,0.044,0.00280428,-0.0169,-0.0362,0.008424,0.0225,0.008183,-0.014016,0.023756,0.1203,0.0027,0.0108,0.0225,0.0015
171,0.0488,-0.0066,-0.0039,0.0121,0.0092,0.0241,-0.0065,0.007688108,0.0453,0.03946652,-7.00E-04,-0.0266,0.017081,0.0114,0.048957,0.010909,0.020581,0.0855,-0.0079,0.0235,0.0025,0.0087
172,-0.0131,0.0284,-0.0287,0.0291,3.00E-04,-0.0037,-0.0297,0.02093924,0.0187,-0.00513904,0.0282,-0.0124,0.000184,-0.0073,0.027201,-0.01576,0.006493,-0.0509,-0.0184,0.0083,0.0094,0.0135
173,0.0462,-0.0129,-0.0021,0.0213,0.0108,0.0205,-0.0032,0.007863436,0.0332,0.02732007,0.0105,-0.0149,0.009818,-0.0076,0.038242,0.012884,0.033762,0.0372,-0.0089,0.0141,0.0092,0.0301
174,0.0103,-0.0089,0.0128,0.018,0.0087,0.0507,-0.0118,0.021252682,0.0512,0.05863968,-0.0248,-0.064,0.008818,0.0382,0.046588,0.016555,0.052598,-0.0388,0.0203,0.0665,0.0259,0.0316
175,-0.0645,-0.0346,0.047,-0.0054,0.0084,0.0183,0.0336,0.015604554,0.0142,-0.01490146,-0.0286,-0.0384,0.027937,0.0953,0.010783,0.013922,0.029692,-0.0785,0.0084,0.0979,0.0081,0.0242
176,0.0607,-0.0435,0.0351,-0.0166,0.0321,-0.0528,0.0584,-0.019448007,-0.0159,-0.02610917,0.0114,0.0475,0.016055,0.0655,-0.038201,0.030475,-0.02709,0.0987,0.016,0.0014,-0.001,0.0121
177,-0.086,0.0205,0.0322,-8.00E-04,0.0371,-0.0579,0.0516,-0.008212914,-0.0244,0.04365573,-0.0031,0.0391,-0.003482,-0.0117,-0.070357,0.033766,-0.037962,-0.1205,-0.0093,0.0021,-0.0155,0.0142
178,0.0466,-0.0233,-0.0142,-5.00E-04,0.01,0.0446,-0.0144,0.005936437,-0.0146,0.01596314,0.0358,0.0072,0.006012,0.0278,0.049045,0.005282,0.01505,0.0713,0.0212,0.0093,0.0462,-0.0072
179,0.0117,-0.0188,-7.00E-04,0.0109,0.0067,-0.0026,0.0033,0.02427426,-0.0097,-0.03037115,0.0071,0.0024,0.037262,0.0679,0.015336,0.003816,0.011185,-0.0109,0.0438,0.0125,0.0076,0.0301
180,-0.0327,0.0012,0.0036,0.0079,9.00E-04,0.0035,-3.00E-04,0.014968149,-0.0222,-0.01180831,0.0061,0.0058,0.016509,0.0345,0.035073,0.010676,0.018948,-0.0235,0.0127,-1.00E-04,0.0091,0.0151
181,0.1247,-0.0154,-0.0316,0.0017,-0.01,0.022,-0.0223,0.003124239,0.0363,-0.0733435,0.0031,0.0319,0.028709,0.022,0.024568,-0.012555,0.009573,0.1149,0.0181,-0.0757,0.0423,0.0025
182,0.0439,0.034,-0.0591,-0.0076,-0.0266,-0.0207,-0.0507,-0.00252162,0.0053,-0.04018167,-0.0111,-0.0012,-0.010583,-0.0399,0.032105,-0.019139,0.020684,0.0022,0.0039,-0.1213,-0.0023,-0.0244
183,0.0164,0.0028,0.0161,0.0136,0.0414,0.0168,0.0178,-0.005880046,0.0494,-0.01323575,0.0181,0.0433,0.013212,-0.0128,-0.022146,0.042001,-0.011294,-0.016,0.0073,0.0193,-0.0107,0.0418
184,-0.0211,-0.0154,-0.0039,-0.0049,0.0105,0.0022,0.0057,0.005053365,0.0042,-0.03988962,-0.019,0.0368,0.005546,-0.0078,-0.051436,0.003054,-0.015336,-0.0295,0.0128,-0.0088,0.0139,0.0122
185,0.0011,-0.0056,0.0023,0.0051,0.0114,-0.0074,0.0148,0.005016101,-0.0035,0.01258425,-0.003,0.0199,-0.001604,0.0062,0.002883,-0.001208,-0.023436,-0.0035,0.0116,0.0103,0.0034,7.00E-04
186,0.0394,-0.0221,0.0104,0.017,0.0084,-0.0025,0.0113,0.013588879,0.0225,0.02582911,1.00E-04,-0.013,-0.001725,0.0692,0.013484,0.013763,0.014245,0.0487,0.0053,0.0545,-0.0081,0.0317
187,0.0385,-0.0114,0.0068,-0.0061,0.0161,0.0272,-0.0056,-0.007941111,0.0425,0.00803324,-0.0022,0.0224,-0.006461,-0.0369,0.007704,0.001168,-0.017888,0.0228,0.0172,-0.0029,-0.0028,0.017
188,0.0352,-0.0094,-0.0093,0.0204,-0.0161,-0.0086,-0.0055,0.028877525,-0.0054,-0.05904169,0.0245,-0.0284,0.0247,0.0395,0.011864,-0.002478,0.038033,0.03,-0.0117,-0.016,-0.0036,-0.0225
189,-0.0259,0.0038,0.0027,-0.0097,0.0187,0.0077,-0.0014,-0.005843301,6.00E-04,0.00162348,-0.004,0.0298,0.018371,-0.0086,0.00195,0.019312,0.005893,-0.0351,0.0117,0.0272,0.0249,0.006
190,-0.2324,-0.0807,0.0424,0.0204,0.0234,-0.0786,0.0848,0.049813493,-0.1269,0.05431057,-0.0013,-0.058,0.025122,0.158,0.00216,0.033505,0.003321,-0.2811,0.0527,0.2104,-0.0062,0.0472
191,-0.0777,0.0285,0.0295,-0.0188,0.0068,-0.0117,0.0207,-0.00191819,0.0436,-0.01692999,-0.0087,-0.002,0.009005,-0.0033,-0.009183,0.005934,-0.006684,-0.0991,-0.0258,0.0287,-0.0081,0.0192
192,0.0681,6.00E-04,-0.0443,0.0296,-0.0242,0.0587,-0.0428,0.019740291,-0.0926,0.00835925,0.058,0.0274,0.015001,-0.0063,0.04082,-0.024286,0.038977,0.0386,-0.004,-0.0806,-0.018,-0.0292
193,0.0421,-0.0051,0.0501,-0.0114,0.0213,-0.0724,0.0842,-0.023127582,0.0373,0.04415469,0.0791,-0.0161,-0.017613,0.0317,-0.043207,0.013309,-0.040763,0.1021,-0.002,0.0558,0.0334,0.0357
194,0.0475,0.0332,-0.0171,0.0156,-1.00E-04,-0.0147,-0.0109,0.001489479,-0.0118,0.0033043,0.0436,0.0134,-0.005611,-0.0583,0.019957,-0.00597,0.010296,0.0286,-0.0192,-0.0699,-0.0101,0.011
195,-0.0227,0.0625,0.0073,-0.0025,0.018,0.0058,-3.00E-04,-0.009014645,0.0552,-0.01998427,-0.0084,0.0124,-0.020542,-0.0816,-0.010307,0.016541,-0.021572,-0.0413,-4.00E-04,0.002,0.0315,0.0333
196,0.0056,0.0116,0.0167,-0.002,0.0192,0.0224,0.005,-0.002658467,0.0185,-0.02541647,0.0023,0.0047,0.008805,0.009,0.003158,0.021932,0.006511,0.0035,0.0013,-0.0074,0.007,0.0116
197,-0.0029,-0.0256,0.0242,-0.0074,0.0033,0.0063,0.0226,0.009056733,0.0099,-0.00520483,0.0065,-5.00E-04,0.012654,0.048,0.007704,0.005942,-0.001354,0.0664,0.0114,0.0275,0.0027,0.0177
198,0.0479,0.0216,-0.0124,0.0147,-0.0337,-0.0293,-0.0032,-0.00038391,-0.0054,-0.00962875,0.0187,0.0186,0.01827,-0.0156,-0.024259,-0.032605,0.022112,0.0817,-0.0304,-0.0838,0.0075,-0.0312
199,-0.0125,-0.0021,0.0222,-0.0058,0.0152,0.0066,0.0208,-0.004528161,0.0158,-0.00893175,0.0336,-0.0135,0.000362,0.0023,-0.005103,0.011054,-0.011317,0.0102,-0.0013,0.0326,0.0106,0.0215
200,-0.0331,-3.00E-04,0.0215,-0.0082,0.0176,0.0035,0.0163,-0.001051108,0.0146,0.03565788,-0.0193,-0.0196,-0.003743,0.0045,-0.006433,0.016719,-0.021552,-0.0119,0.0155,0.0435,0.0207,0.0246
201,0.033,-0.0136,-0.0075,0.0176,-0.0061,0.0027,-0.0081,0.007139061,-0.0213,0.01488299,-0.0012,-0.02,0.008003,0.0403,0.007611,-0.0042,0.021771,0.0436,0.0212,-0.011,-6.00E-04,0.017
202,0.0115,-0.0295,0.0205,0.013,0.0103,0.0133,0.0157,0.008813952,0.0021,0.02375891,-0.01,-0.0025,0.006658,0.06,-0.011894,0.005013,0.00056,0.0017,0.0325,0.0194,0.01,0.0469
203,-0.0229,-0.0165,0.0141,-0.0028,0.0162,0.0033,0.0094,0.00666686,-0.0193,-0.00070705,-0.0067,-0.008,0.003857,-0.0047,0.008683,0.013928,-0.004884,-0.0052,0.0273,0.0443,0.0107,0.0241
204,0.0149,0.0201,-0.0169,0.0069,-0.0038,0.0049,-0.0131,0.008585369,-0.0253,-0.04442614,0.0229,0.0079,0.003588,0.0033,-0.0078,0.004539,0.007818,-0.0165,-0.0148,-0.0266,-0.0123,-0.0112
205,0.061,-0.0231,0.006,-0.0095,0.0014,-0.0016,0.0074,-0.012874115,0.0086,-0.00066201,0.0097,0.0283,0.015755,0.0027,0.007722,0.000107,-0.003507,0.1111,-0.0235,-0.0353,0.0016,-0.019
206,-0.0225,0.0271,0.0101,-0.0087,0.0181,0.0099,0.0077,-0.008453668,0.0104,-0.00370499,0.0107,0.0093,-0.001775,-0.0297,-0.004885,0.015631,-0.004588,-0.03,-0.0039,0.0015,-0.0025,-7.00E-04
207,0.0157,0.0068,0.0058,5.00E-04,0.0072,0.0351,-0.0067,-0.008077764,0.0206,-0.01005239,-0.0089,0.0055,0.007625,0.0043,-0.001616,0.012637,-0.00142,0.0799,0.0124,0.0042,0.0137,0.0028
208,0.0433,-0.0078,-0.0142,0.0071,-0.0057,0.0177,-0.0218,0.014415539,0.009,-0.01942944,-0.0065,-0.0106,-0.002366,0.036,-0.005284,-0.002841,0.011641,0.0154,-0.0031,-0.013,0.0147,0.005
209,0.0335,-1.00E-04,-0.0088,0.0049,-8.00E-04,0.0152,-0.0182,0.000579778,-0.0044,-0.03793897,-0.0274,-0.0172,0.004101,0.024,0.010631,0.001016,0.011975,0.0343,0.0041,-0.0136,0.0198,-0.0028
210,-0.0135,-0.0109,0.0225,0.0027,0.0156,0.0043,0.0314,-0.003747424,0.0201,0.0732271,0.023,-0.0065,-0.00945,0.0282,-0.007215,0.01593,-0.001521,-0.0013,0.0246,0.0565,-0.0067,0.0429
211,0.072,-0.0415,-0.0279,0.0198,-0.0058,0.0541,-0.0332,0.012684827,0.0086,0.03174884,0.0143,-0.0177,0.02513,0.0647,0.053569,-0.004503,0.049063,0.1378,-0.0102,-0.0103,0.0335,0.0242
212,0.0144,0.0048,0.006,0.0039,-0.0058,-0.0012,0.0051,-0.001569822,0.0092,0.00711113,0.0185,0.0015,0.001417,0.0025,-0.012561,-0.004255,0.016506,-0.0047,0.0052,-0.0566,0.0027,0.0109
213,-0.0076,0.0049,-0.0127,0.014,0.005,0.034,-0.021,0.002241026,8.00E-04,-0.04838182,0.0117,-0.0282,0.019521,-0.0127,0.013522,0.011982,0.016439,0.0043,0.006,-0.0057,5.00E-04,0.0075
214,-0.0367,-0.033,-0.0111,0.0011,-4.00E-04,0.0132,-0.0166,0.033041914,0.0049,0.02414736,-0.0432,-0.0353,0.023565,0.0896,0.02036,0.012994,0.014077,-0.0832,0.0325,0.0787,0,0.0184
215,0.0103,-0.0129,-0.0109,-0.0086,0.0141,0.026,-0.0178,0.008265607,0.0131,-0.02475016,-0.0175,-0.0125,-0.006155,0.0477,0.020064,0.016323,0.002405,-0.0138,0.0328,0.0318,0.0072,0.0115
216,0.0116,-0.0227,0.0016,-7.00E-04,0.0142,0.028,-0.0048,0.019866158,-0.009,0.01943802,-0.0256,-0.0082,0.024412,0.0585,-0.008044,0.015752,0.010677,-0.0075,0.0057,0.0432,0.014,0.0054
217,-0.0785,-0.0131,0.0085,-0.0117,0.0135,-0.0327,0.0165,0.008977008,-0.0022,-0.03403647,0.0102,0.0348,-0.002233,0.0577,0.022504,0.00925,0.000355,-0.0974,0.0247,0.0476,0.0015,0.0081
218,0.0111,0.0117,0.0064,-3.00E-04,-0.0066,-0.0055,-0.0089,-0.007635096,-0.0135,-0.02993156,0.0049,0.0191,0.000922,-0.0201,-0.01642,-0.010948,-0.003925,0.0337,-0.0124,-0.038,0.0149,-0.0157
219,0.0183,0.0162,-0.0292,0.0204,-0.0102,0.018,-0.0324,0.019678888,-0.0021,-0.02618451,0.0017,-0.0024,0.016764,0.006,0.02104,-0.003645,0.022864,-0.0418,0.0044,-0.0699,0.0095,-0.0039
220,-0.0336,-0.0033,-0.0259,0.0178,-0.0098,0.0239,-0.0359,0.02759554,-0.0246,0.05838816,-0.0182,-0.0118,0.005974,0.033,0.005713,-0.007918,0.019801,-0.0346,9.00E-04,0.0018,0.0095,-0.0068
221,0.0842,-0.0235,-0.0383,0.0157,-0.0168,0.0303,-0.0435,0.000927808,-0.0201,-0.00653357,-0.0035,0.0099,0.026182,0.0189,0.039843,-0.008618,0.037369,0.1139,-0.0013,-0.0818,0.0175,-0.0326
222,-0.0109,0.0135,-0.0193,-0.0103,-0.0039,0.024,-0.0194,0.01551299,0.0133,0.02597323,-0.0022,-0.0148,-0.002247,-0.0076,0.049281,0.002453,0.022253,-0.0117,0.0199,0.0096,0.0126,-0.0082
223,-0.019,-0.0316,-3.00E-04,-0.0018,0.0321,0.061,-0.0031,0.023605735,0.0047,0.05079944,-0.0068,-0.0188,0.000433,0.0739,0.020393,0.040112,0.025571,-0.0585,0.0335,0.0843,0.0124,0.0392
224,-0.1015,-0.0387,0.0164,-0.0035,0.0296,0.0188,0.0111,0.016356838,-0.0207,0.04516347,-0.0365,0.0156,0.012578,0.0652,0.01196,0.037203,-0.009983,-0.1021,0.0241,0.0925,0.0221,0.0316
225,-0.0612,-0.0374,0.0064,6.00E-04,0.0367,0.0578,-0.0164,0.043831022,5.00E-04,0.0196388,-0.0598,0.0037,0.026916,0.1103,0.02816,0.026212,-0.004552,-0.1384,0.0755,0.1424,0.0416,0.029
226,-0.0192,-0.0512,0.001,0.0297,-0.003,0.0671,-0.0341,0.042958062,-0.0405,-0.01307316,-0.0268,-0.0338,0.030868,0.1219,0.037634,0.002605,0.02077,-0.0548,0.0349,0.1036,0.0282,0.0192
227,0.0635,7.00E-04,-0.031,0.0065,-0.0474,-0.0548,-0.0022,-0.00868566,-0.0512,-0.01186456,0.0585,-0.0063,-0.008148,-0.0153,0.029147,-0.039833,0.015215,0.1379,-0.0415,-0.1159,0.0112,-0.0307
228,0.0246,0.0067,-0.017,0.0273,-0.0189,0.0029,-0.0156,0.021603319,-0.0124,-0.03435371,-0.0301,-0.0208,0.015238,0.0561,0.009866,-0.019466,0.038535,0.0403,-0.014,-0.0375,-0.0063,0.0197
229,0.0469,0.0391,-0.016,0.0128,-0.0399,-0.0645,0.0113,-0.009687562,-0.0613,-0.09480416,-0.0193,0.0631,0.01585,-0.0758,-0.023243,-0.039503,0.001591,0.0732,-0.0431,-0.1481,0.0494,-0.0564
230,0.0719,0.0394,-0.0058,-0.002,-0.0033,-0.0461,0.0299,-0.032749336,0.0155,-0.01976099,0.0193,0.0113,-0.006823,-0.0969,0.013957,0.001463,-0.012402,0.1154,-0.0439,-0.0601,-0.0127,-0.0313
231,0.0265,0.0383,-0.0139,-0.0053,-0.0106,0.0287,-0.01,-0.005354653,0.0142,-0.00719494,0.0052,-0.0045,0.001004,-0.0564,-0.007886,-0.009285,0.016779,0.0612,-0.0196,-0.0451,0.0262,-0.0067
232,-0.0028,0.0031,0.015,0.0062,0.0074,-0.0236,0.0085,0.000359531,0.0484,0.01658207,0.0157,-0.0122,0.006058,0.0117,-0.014853,0.004677,0.013981,0.0286,0.0039,0.0054,0.0076,0.0123
233,0.0365,0.0014,-0.0052,0.02,-0.0243,-0.0011,-0.0064,-0.003993334,0.0124,-0.01043347,8.00E-04,0.0137,-0.010608,0.0278,-0.00175,-0.019526,-0.007118,0.043,-0.0191,-0.0511,0.0071,-0.0053
234,-0.0494,0.0024,0.0115,0.0179,0.0065,0.0047,0.0142,0.024230145,0.0259,0.02998807,0.0206,-0.0176,0.004787,0.0423,-0.007033,0.006135,0.013683,-0.0941,0.0426,0.054,0.0018,0.0414
235,0.0424,-0.0096,-0.0132,0.016,-0.0136,0.0432,-0.0236,0.001276133,0.0032,0.01557791,0.0213,0.0072,0.003891,0.0053,0.042864,-0.00642,0.03047,0.0964,-0.0272,-0.0168,0.01,-0.0231
236,0.0232,0.014,-0.0078,0.0084,-0.0034,0.0157,-0.0173,0.001100518,0.0135,-0.01699254,-0.0292,-0.005,-0.002482,-0.0222,0.040472,-0.000464,0.011455,0.0574,-0.0162,-0.0269,0.0124,-0.0268
237,-0.0159,0.0156,-0.0108,-0.0182,8.00E-04,0.0179,-0.0041,-0.010053899,0.0287,0.01170763,-0.0076,-0.0073,0.002138,0.0192,0.013328,-0.00824,-0.00367,0.0025,-0.0092,0.044,0.0017,0.0052
